Broader: -
(145.52149761792077, -38.037857530300755)
(145.52745550956422, -38.03599568904974)
(145.53750945070067, -38.036368056940205)
(145.546073919376, -38.03338911111854)
(145.55277654769964, -38.029665429515944)
(145.56506469887677, -38.029665429515944)
(145.57325679876237, -38.02668648369422)
(145.5825660041179, -38.028175956155394)
(145.58703442240073, -38.03115490197712)
(145.59150284158295, -38.03264437533761)
(145.5967159965461, -38.03338911111854)
(145.61086598807492, -38.03711279362051)
(145.62240940257198, -38.03860226608168)
(145.62352650714263, -38.03338911111854)
(145.63060150335673, -38.0315272707669)
(145.63581465831987, -38.035250952369495)
(145.64475149578493, -38.03711279362051)
(145.6514541232093, -38.03599568904974)
(145.65890148731387, -38.03748516151097)
(145.6674659559891, -38.03860226608168)
(145.6704449018108, -38.03487858447903)
(145.67267911095223, -38.03115490197712)
(145.67305147974207, -38.024824642443264)
(145.67603042466442, -38.02072859205083)
(145.6816159484174, -38.0199838562699)
(145.69166988955385, -38.01961148748012)
(145.70246856826986, -38.01588780587747)
(145.7166185597988, -38.01402596462651)
(145.72816197429574, -38.00918517755383)
(145.75124880328974, -38.00918517755383)
(145.76055800864526, -38.00769570509266)
(145.7586961673943, -38.000248340988094)
(145.76800537274983, -37.99391808145424)
(145.7721014231422, -37.992428608093746)
(145.77880405056658, -37.9942904493447)
(145.791836938424, -37.99838649973714)
(145.8022632483503, -38.00359965470028)
(145.81082771702563, -38.01626017376799)
(145.824605340664, -38.02072859205083)
(145.8435961192656, -38.02370753787255)
(145.85662900712305, -38.027058851584684)
(145.86482110700854, -38.03450621568925)
(145.8745026811539, -38.038974634871465)
(145.8793434673272, -38.04456015772507)
(145.8778539948661, -38.0523798897201)
(145.88455662229035, -38.0594548859342)
(145.8890250405732, -38.065785145468055)
(145.88939740936303, -38.070253563750896)
(145.89833424592882, -38.07919040121601)
(145.90205792843074, -38.08328645160839)
(145.90429213757216, -38.09110618360347)
(145.90764345128434, -38.10004302106853)
(145.91397371081814, -38.10413907146096)
(145.91434607960798, -38.10823512185334)
(145.91099476499642, -38.11158643556553)
(145.90205792843074, -38.11158643556553)
(145.89386582764587, -38.120523272131265)
(145.89051451393368, -38.1272259004549)
(145.88939740936303, -38.13467326455947)
(145.8856737268611, -38.14547194237622)
(145.88455662229035, -38.15254693859032)
(145.88790793600253, -38.1637179851968)
(145.88939740936303, -38.17004824473065)
(145.89423819553633, -38.17786797672568)
(145.9005684559695, -38.18606007751055)
(145.90652634671358, -38.19201796915394)
(145.91062239710595, -38.19685875532724)
(145.90801582007407, -38.20281664697063)
(145.9102500292155, -38.209146906504486)
(145.90205792843074, -38.21398769357717)
(145.89498293221664, -38.21920084854031)
(145.88939740936303, -38.22553110807411)
(145.8961000367873, -38.2344679446399)
(145.899078982609, -38.24117057296354)
(145.89535530100636, -38.246383727027364)
(145.88604609565084, -38.25010740952928)
(145.87338557658313, -38.253086355351)
(145.86370400243777, -38.259044246994335)
(145.86072505751542, -38.26872582024038)
(145.85290532462113, -38.269470556021304)
(145.8443408559458, -38.27244950184297)
(145.83987243766296, -38.277662656806115)
(145.82981849562714, -38.28287581176926)
(145.82348823609334, -38.28548238970046)
(145.81715797655943, -38.290695544663606)
(145.81306192616705, -38.29926001333888)
(145.80635929874268, -38.30261132705107)
(145.79965667041904, -38.30186659037082)
(145.78699615135133, -38.30298369494153)
(145.78066589181753, -38.306707377443445)
(145.77359089560343, -38.31229290029705)
(145.7601856407548, -38.31192053240659)
(145.75460011700181, -38.31192053240659)
(145.7467803850068, -38.31341000486776)
(145.74119486215318, -38.31713368736973)
(145.73598170719015, -38.31974026440162)
(145.72816197429574, -38.32346394690359)
(145.71773566436946, -38.31787842404998)
(145.70284093616033, -38.31489947822831)
(145.70023435822907, -38.310431059945415)
(145.6998619903386, -38.301121854589894)
(145.69762778119718, -38.29814290876817)
(145.6935317308048, -38.29367449048533)
(145.6879462079512, -38.289578440092896)
(145.6808712117371, -38.28883370341265)
(145.664114642277, -38.287344230951476)
(145.65629491028199, -38.291812649234316)
(145.64214491785378, -38.29144028044453)
(145.6387936041416, -38.2951639629465)
(145.62389887593247, -38.29553633083697)
(145.61943045675025, -38.30074948580011)
(145.6086317789335, -38.30372843162178)
(145.60490809733085, -38.31080342783588)
(145.60751467436285, -38.31564421490856)
(145.61310019721634, -38.32122973776217)
(145.61123835686476, -38.330166574327905)
(145.6078870422533, -38.33761393843247)
(145.59485415529514, -38.33798630722225)
(145.58777915908104, -38.33984814847321)
(145.56990548505019, -38.340592884254136)
(145.56245812094562, -38.338358675112715)
(145.55761733387294, -38.33984814847321)
(145.54570155148542, -38.34022051636367)
(145.53676471491974, -38.336124465971295)
(145.52782787745468, -38.33537972929105)
(145.52224235460108, -38.336124465971295)
(145.51591209506716, -38.33910341179296)
(145.51591209506716, -38.32160210565263)
(145.51516735838698, -38.31787842404998)
(145.51926340877935, -38.31117579572634)
(145.52186998581124, -38.30410080041156)
(145.52186998581124, -38.29702580419746)
(145.51553972627744, -38.28883370341265)
(145.5084647309626, -38.28511002091068)
(145.50287920720973, -38.28175870719855)
(145.49952789349754, -38.27729028891565)
(145.49692131646566, -38.272821870632754)
(145.49692131646566, -38.26462976984794)
(145.49468710642486, -38.25643766906313)
(145.4909634248222, -38.25159688199045)
(145.49059105603249, -38.24675609581715)
(145.49208052939298, -38.24117057296354)
(145.48835684689107, -38.23781925835203)
(145.48910158357126, -38.23335084006919)
(145.48426079649857, -38.23186136760796)
(145.47942001032527, -38.232233735498426)
(145.4719726462207, -38.22925478967676)
(145.4648976500066, -38.22851005299651)
(145.45968449504346, -38.22627584385509)
(145.45633318133127, -38.2244140035034)
(145.45484370797078, -38.22255216225244)
(145.45260949882936, -38.21994558432124)
(145.44404503015403, -38.21845611186001)
(145.43510819358835, -38.216966638499514)
(145.43138451108643, -38.216966638499514)
(145.42691609280348, -38.216966638499514)
(145.42244767362126, -38.2173390072893)
(145.4190963599092, -38.22031795311102)
(145.41797925533842, -38.225158739284325)
(145.41313846916512, -38.22851005299651)
(145.4030845271293, -38.22590347596463)
(145.39191348052282, -38.22478637139386)
(145.3904240080616, -38.22329689803337)
(145.38483848520798, -38.221807425572194)
(145.38037006602576, -38.22255216225244)
(145.37739112110341, -38.21845611186001)
(145.37627401563338, -38.21398769357717)
(145.37403980649196, -38.215849533928804)
(145.3729227019212, -38.21882847975047)
(145.37255033403073, -38.22329689803337)
(145.36882665152882, -38.22329689803337)
(145.3610069195338, -38.220690321001484)
(145.35728323703188, -38.21845611186001)
(145.3531871866394, -38.21547716603834)
(145.34797403167624, -38.21510479814788)
(145.34201614093217, -38.2173390072893)
(145.33940956300103, -38.22031795311102)
(145.34127140425198, -38.224041634713615)
(145.34201614093217, -38.22851005299651)
(145.33903719511056, -38.23148899881818)
(145.33419640803788, -38.233723207959656)
(145.331589831006, -38.23521268132015)
(145.3274937806135, -38.23632978589086)
(145.3245148347919, -38.23856399503228)
(145.32228062565036, -38.238191627141816)
(145.31781220736752, -38.234840312530366)
(145.31781220736752, -38.23074426303725)
(145.31520562943626, -38.2273929484258)
(145.3092477386923, -38.22813768510605)
(145.30664116076105, -38.22702058053534)
(145.3070135286515, -38.22255216225244)
(145.30738589744124, -38.21771137517976)
(145.3047793195101, -38.21436006146763)
(145.30180037368837, -38.21659427060905)
(145.3021727424781, -38.22255216225244)
(145.30180037368837, -38.227765317215585)
(145.30589642408074, -38.23335084006919)
(145.30738589744124, -38.24005346749351)
(145.30515168829982, -38.24228767753425)
(145.3047793195101, -38.247500832497394)
(145.29695958751506, -38.24936267284903)
(145.29025695919142, -38.24787320038786)
(145.2839266996575, -38.24675609581715)
(145.28020301805486, -38.24675609581715)
(145.27461749520126, -38.244894254566134)
(145.2727556539503, -38.241542940854)
(145.27424512641153, -38.23893636292274)
(145.27796880891344, -38.23409557674944)
(145.27350038973123, -38.231116630927716)
(145.27350038973123, -38.22851005299651)
(145.27871354469437, -38.225158739284325)
(145.27238328516057, -38.22366926682315)
(145.27052144480888, -38.2244140035034)
(145.26754249898715, -38.22478637139386)
(145.264935921056, -38.22329689803337)
(145.26158460734382, -38.22329689803337)
(145.2559990844902, -38.22813768510605)
(145.25450961112972, -38.231116630927716)
(145.25488197991945, -38.2344679446399)
(145.2593503982024, -38.237074522571106)
(145.26195697523428, -38.24042583628329)
(145.26083987066352, -38.24303241331518)
(145.25413724323926, -38.244894254566134)
(145.25115829741753, -38.24824556827832)
(145.2481793515958, -38.2523416186707)
(145.24557277456393, -38.254575827812175)
(145.24147672417155, -38.25867187820455)
(145.23812541045936, -38.26127845613581)
(145.23402936006698, -38.26314029648745)
(145.22881620510384, -38.26574687441865)
(145.22658199596242, -38.268353451450594)
(145.2228583134605, -38.272821870632754)
(145.22062410431897, -38.279896865947535)
(145.21987936763878, -38.28548238970046)
(145.2228583134605, -38.2880889667324)
(145.22695436385288, -38.29032317587382)
(145.22509252260193, -38.29367449048533)
(145.22509252260193, -38.29814290876817)
(145.22583725928212, -38.30298369494153)
(145.22136884099928, -38.30521790498227)
(145.21466621267564, -38.30410080041156)
(145.20721884857107, -38.30261132705107)
(145.20721884857107, -38.30037711790965)
(145.20163332571747, -38.298515276658634)
(145.1967925386448, -38.299632381229344)
(145.19716490743463, -38.30410080041156)
(145.19939911657605, -38.311548164516125)
(145.19604780286386, -38.32048500108186)
(145.19642017075432, -38.329049469757194)
(145.20163332571747, -38.33426262472034)
(145.20870832193157, -38.33984814847321)
(145.21429384478517, -38.343199462185396)
(145.21764515849736, -38.34729551257777)
(145.2180175272871, -38.35362577211163)
(145.2131767402144, -38.35846655828499)
(145.21243200353422, -38.366286291179335)
(145.21876226306802, -38.368892868211276)
(145.21131489896345, -38.37671260110562)
(145.2046122715392, -38.37671260110562)
(145.19828201200528, -38.36963760489152)
(145.19604780286386, -38.36777576364051)
(145.1926964882524, -38.36926523700106)
(145.19195175247148, -38.37298891860365)
(145.1878557020791, -38.37298891860365)
(145.1863662287185, -38.37522312774513)
(145.19604780286386, -38.377829705676334)
(145.20796358525138, -38.38043628270822)
(145.21950699974832, -38.38825601560262)
(145.2221135767802, -38.39607574759765)
(145.2299333096746, -38.400171797990026)
(145.23402936006698, -38.40761916209459)
(145.2180175272871, -38.406874426313664)
(145.1926964882524, -38.40054416677981)
(145.1833872828969, -38.396820484277896)
(145.16327939972462, -38.39495864302694)
(145.15471493104928, -38.39384153845617)
(145.14317151655234, -38.393096801775926)
(145.13609652033824, -38.39123496142429)
(145.1275320516629, -38.392352065995)
(145.1204570554488, -38.39049022474404)
(145.1182228463074, -38.387138911031855)
(145.11263732345378, -38.386021806461144)
(145.10705180060017, -38.38564943767136)
(145.09774259524465, -38.38192575606877)
(145.09550838610323, -38.3782020735668)
(145.09625312188416, -38.37261655071319)
(145.1014662768473, -38.37261655071319)
(145.10332811809826, -38.36852050032081)
(145.10258338141796, -38.36144550410671)
(145.1077965363811, -38.35362577211163)
(145.10742416849064, -38.346550775897526)
(145.10667943181045, -38.3417099888249)
(145.10816890517094, -38.336124465971295)
(145.1085412730614, -38.32607052393547)
(145.11226495556332, -38.31564421490856)
(145.1163610059557, -38.306707377443445)
(145.1226912654896, -38.29479159505604)
(145.12827678834321, -38.28436528512975)
(145.12976626080433, -38.27133239727226)
(145.1316281020553, -38.262767928596986)
(145.1387030982694, -38.25383109203125)
(145.14093730741092, -38.2452666224566)
(145.1450333578033, -38.23744689046157)
(145.1450333578033, -38.22925478967676)
(145.1416820440911, -38.21920084854031)
(145.14801230362502, -38.20728506525353)
(145.1539701943691, -38.20058243782921)
(145.1584386135512, -38.1916456003641)
(145.16923729136795, -38.18941139122268)
(145.1800359691847, -38.189039023332214)
(145.18487675625738, -38.18345349957929)
(145.19306885704214, -38.178985081296446)
(145.19790964321555, -38.174144295123085)
(145.2046122715392, -38.16744166679945)
(145.21429384478517, -38.16557982554849)
(145.22174120888974, -38.16073903937513)
(145.22807146842365, -38.15478114773174)
(145.23328462338668, -38.148450888197885)
(145.24259382874232, -38.14435483780545)
(145.25488197991945, -38.13951405163215)
(145.25972276609286, -38.13504563244993)
(145.26679776230696, -38.13243905541805)
(145.27573459977202, -38.127598268345366)
(145.28280959508686, -38.122757482172005)
(145.29062932798115, -38.110841698885224)
(145.29844905997618, -38.103021966890196)
(145.3014280057979, -38.097064075246806)
(145.30813063322216, -38.09073381571301)
(145.308503002012, -38.0851482928594)
(145.3092477386923, -38.07881803332555)
(145.3118543157242, -38.07248777379169)
(145.31669510279687, -38.0594548859342)
(145.32004641650894, -38.048283840226986)
(145.3308450943257, -38.042325948583596)
(145.33307930346712, -38.03711279362051)
(145.33754772264933, -38.02780358826493)
(145.33978193179075, -38.02333516998209)
(145.34089903636152, -38.018122015018946)
(145.34164377214245, -38.01402596462651)
(145.34760166378578, -38.00881280966337)
(150.50297844190163, -34.27216752291281)
(150.50714249902717, -34.254321565987425)
(150.51071169059207, -34.2388550695058)
(150.50952195947093, -34.22338857302418)
(150.50654763346654, -34.210896402546894)
(150.50892709480968, -34.19186071450031)
(150.51249628637458, -34.17877367846245)
(150.49702978989296, -34.1639020475414)
(150.49346059832806, -34.15200474262474)
(150.48691707985938, -34.137727976365)
(150.48513248497625, -34.12226147988332)
(150.48691707985938, -34.10025146583246)
(150.48453761941562, -34.084784969350835)
(150.4809684278507, -34.069913337530465)
(150.48453761941562, -34.0562314368313)
(150.4887016756419, -34.041954671470876)
(150.50238357724038, -34.03124709677604)
(150.5160654779395, -34.027677905211135)
(150.52498845595255, -34.00745248604335)
(150.54342927933783, -33.99496031646538)
(150.55354198847203, -33.969381109950234)
(150.56365469760624, -33.95510434458981)
(150.5749571378617, -33.934878925422026)
(150.57733659830546, -33.92595594740902)
(150.59399282590823, -33.912274045810534)
(150.60053634347753, -33.899781876232566)
(150.6047003997038, -33.88788457131585)
(150.5886390385608, -33.863495095921905)
(150.5880441730003, -33.84683886831908)
(150.5886390385608, -33.83851075496733)
(150.6100541870511, -33.83077750717615)
(150.61600283995915, -33.81888020136017)
(150.62016689618542, -33.797465052869825)
(150.61481310973727, -33.7819985563882)
(150.60707986104683, -33.75998854143802)
(150.6017260736994, -33.74987583230376)
(150.60351066948192, -33.73381447116088)
(150.61183878283362, -33.72370176112736)
(150.62254635752845, -33.72072743512297)
(150.62790014487587, -33.714183917553726)
(150.63087447088014, -33.70466607308077)
(150.6338487977839, -33.6743279456781)
(150.63444366244516, -33.66362037098327)
(150.6356333935663, -33.65291279628849)
(150.63503852800568, -33.63566170402436)
(150.63146933644077, -33.62316953444639)
(150.62671041465399, -33.613651689973494)
(150.62254635752845, -33.604728711061114)
(150.61957203152406, -33.59342627170503)
(150.61481310973727, -33.58331356257082)
(150.61183878283362, -33.57260598787599)
(150.61302851395487, -33.55951895183813)
(150.61421824417664, -33.54821651248204)
(150.61124391817236, -33.534534611782874)
(150.61183878283362, -33.52442190264867)
(150.61778743574166, -33.51668865395817)
(150.6302796062189, -33.52144757574496)
(150.63801285401007, -33.52382703708804)
(150.6505050244873, -33.519662979962504)
(150.66061773362162, -33.5160937883976)
(150.67192017387697, -33.51074000105018)
(150.67727396032512, -33.504791349041454)
(150.68143801745066, -33.498842696133465)
(150.6873866703586, -33.48872998699926)
(150.69036099636298, -33.48040187364751)
(150.69630964837165, -33.47207376029576)
(150.70106857105782, -33.46909943429142)
(150.70880181884888, -33.46790970317022)
(150.7171299322007, -33.471478894735185)
(150.73854508159036, -33.478617277865055)
(150.74865779072456, -33.48040187364751)
(150.76531401832733, -33.477427547643174)
(150.78018564924832, -33.46671997294834)
(150.78970349372128, -33.46077132004035)
(150.80576485486426, -33.456012398253506)
(150.8182570253415, -33.45303807224917)
(150.83550811760563, -33.45720212847539)
(150.84859515274422, -33.44649455467993)
(150.8604924585602, -33.42388967506838)
(150.8753640894812, -33.41615642637794)
(150.89261518174533, -33.41020777436927)
(150.914030331135, -33.40782831302619)
(150.92354817470857, -33.420320483503474)
(150.90808167822695, -33.44470995889742)
(150.91224573535249, -33.46493537716589)
(150.91284060001374, -33.471478894735185)
(150.93841980652894, -33.46790970317022)
(150.95507603323244, -33.46434051160526)
(150.96697333814905, -33.463745646944005)
(150.97768091284388, -33.470289164513304)
(150.97768091284388, -33.48754025677738)
(150.98184496907015, -33.49586837012913)
(150.9794655086264, -33.50836054060642)
(150.97173225993595, -33.51906811530125)
(150.96756820370967, -33.53215515043979)
(150.96161955080174, -33.54583705113896)
(150.96637847258853, -33.55119083848638)
(150.96816306837093, -33.56249327874178)
(150.97530145150085, -33.570821392093535)
(150.98541416063506, -33.57379571809787)
(150.994932005108, -33.5601138173987)
(151.0014755226773, -33.55059597292575)
(151.00861390580712, -33.542862725134626)
(151.01456255871517, -33.55238056870826)
(151.01634715449768, -33.55951895183813)
(151.02348553672823, -33.570821392093535)
(151.03062391985804, -33.57914950544529)
(151.0353828425442, -33.570821392093535)
(151.04728014746092, -33.57498544831975)
(151.0484698776828, -33.58688275323641)
(151.07166962285487, -33.58628788857516)
(151.08416179243284, -33.59580573214879)
(151.1073615376049, -33.60115951949621)
(151.11271532495232, -33.61246195975161)
(151.10200775025748, -33.626738725112034)
(151.0936796369058, -33.63566170402436)
(151.08356692777159, -33.649938470284155)
(151.08178233198907, -33.66005117941836)
(151.09130017556276, -33.676112541460554)
(151.08059260086793, -33.67968173302552)
(151.07047989173373, -33.698122555511475)
(151.0532287994696, -33.71596851333618)
(151.02398525131832, -33.72857848061233)
(151.03680778774924, -33.73000320728215)
(151.04499996317782, -33.73677065694022)
(151.0514112309436, -33.7442504685842)
(151.06280904070468, -33.74211337992847)
(151.06280904070468, -33.732496477830125)
(151.06957648946343, -33.72466048429385)
(151.08168666210986, -33.71468740030326)
(151.08774174888265, -33.70898849542266)
(151.09201592709337, -33.700083957108916)
(151.0916597461005, -33.69189178168034)
(151.09486537953376, -33.68512433202227)
(151.09985192152897, -33.68263106147424)
(151.10448228163204, -33.68654905779272)
(151.1076879150653, -33.69224796267332)
(151.1190857248264, -33.69153559978804)
(151.12977117170226, -33.69438505222831)
(151.13867571001606, -33.69189178168034)
(151.14579934156643, -33.68832996635484)
(151.15541624276545, -33.690823236902816)
(151.15897805809095, -33.697234504668586)
(151.168238778297, -33.700083957108916)
(151.18070513283567, -33.699727775216616)
(151.18711640060144, -33.70293340954919)
(151.19495239503703, -33.706495224874686)
(151.2017198437958, -33.70756376965221)
(151.2077749305687, -33.71148176687001)
(151.21489856121968, -33.71397503741798)
(151.22024128510725, -33.717536852743535)
(151.2384065436272, -33.72003012329151)
(151.24481781139298, -33.719317760406284)
(151.25372235060604, -33.717536852743535)
(151.2604897993648, -33.7189615794133)
(151.26512015946787, -33.71789303463578)
(151.2690381566856, -33.71789303463578)
(151.2743808796739, -33.72216721284656)
(151.2772303321142, -33.71789303463578)
(151.28079214833906, -33.71361885552574)
(151.28471014465754, -33.71611212697303)
(151.29290232098538, -33.71789303463578)
(151.2936146838706, -33.71468740030326)
(151.30002595163637, -33.71148176687001)
(151.29966976974413, -33.7189615794133)
(151.29966976974413, -33.72501666528683)
(151.30358776696198, -33.7314279330526)
(151.30893048995017, -33.739263927488196)
(151.30714958228748, -33.74318192470599)
(151.30109449641395, -33.7446066504765)
(151.29397086486358, -33.74781228480907)
(151.30038213352873, -33.75564827834535)
(151.30216304119142, -33.766333725221216)
(151.30002595163637, -33.76740226999874)
(151.29432704675582, -33.77345735587221)
(151.29788886208144, -33.781649531300786)
(151.2893405047605, -33.78734843618133)
(151.2911214124233, -33.7941158858394)
(151.2882719608823, -33.79767770116496)
(151.2822168741095, -33.799458608827706)
(151.2772303321142, -33.800883335497474)
(151.27117524624066, -33.80017097171293)
(151.27117524624066, -33.8030204241532)
(151.2754494244515, -33.809787873811274)
(151.2736685167887, -33.812281144359304)
(151.26939433857797, -33.81192496336632)
(151.2622707070276, -33.816911504462325)
(151.25728416593154, -33.81192496336632)
(151.25229762393622, -33.80907551092605)
(151.25194144294335, -33.80373278793775)
(151.24695490094803, -33.801239516490455)
(151.24161217795972, -33.80230806126798)
(151.23698181785664, -33.80444515082303)
(151.23555709118682, -33.801595698382755)
(151.23805036173485, -33.7980338830572)
(151.23163909396908, -33.79126643339913)
(151.22451546331808, -33.79304734106188)
(151.23021436819863, -33.79554061160991)
